any_academic,assignatura,codi_assignatura,grup,NIA,pla,tipus,curs,semestre,exhaurides,superada,nota_numerica,nota_alfa
2014,Lumin,200174,701,1359462,878,P,4,1,1,S,8.3,NT
2014,DEstO,200285,1001,1333968,880,O,3,1,1,S,6.3,AP
2014,MacrE,200286,1001,1333968,880,O,3,1,1,S,8.5,NT
2014,MQG,200287,1001,1333968,880,O,3,1,1,S,7.8,NT
2014,TecDE,200288,1001,1333968,880,O,3,1,1,S,9.0,SB
2014,TeMec,200289,1001,1333968,880,O,3,1,1,S,5.0,AP
2014,DEstE,200290,1001,1333968,880,O,3,2,1,S,6.7,AP
2014,GQual,200291,1001,1333968,880,O,3,2,1,S,7.5,NT
2014,MQGA,200292,1001,1333968,880,O,3,2,1,S,5.8,AP
2014,PTeIn,200293,1101,1333968,880,O,3,2,1,S,6.0,AP
2014,VBB,200294,301,1333968,880,O,3,2,1,S,6.5,AP
2014,CicVi,200251,701,1329788,879,P,4,1,1,S,7.9,NT
2014,CAM,200263,701,1329788,879,P,4,2,1,S,7.5,NT
2014,DEstO,200285,1001,1331756,880,O,3,1,1,S,7.6,NT
2014,MacrE,200286,1001,1331756,880,O,3,1,1,S,7.3,NT
2014,MQG,200287,1001,1331756,880,O,3,1,1,S,9.0,SB
2014,TecDE,200288,1001,1331756,880,O,3,1,1,S,7.0,NT
2014,TeMec,200289,1001,1331756,880,O,3,1,1,S,8.5,NT
2014,DEstE,200290,1001,1331756,880,O,3,2,1,S,6.7,AP
2014,GQual,200291,1001,1331756,880,O,3,2,1,S,7.8,NT
2014,MQGA,200292,1001,1331756,880,O,3,2,1,S,7.4,NT
2014,PTeIn,200293,1001,1331756,880,O,3,2,1,S,8.1,NT
2014,VBB,200294,1001,1331756,880,O,3,2,1,S,10.0,SB
2014,DEstO,200285,1001,1329963,880,O,3,1,1,S,5.6,AP
2014,MacrE,200286,1001,1329963,880,O,3,1,1,S,6.5,AP
2014,MQG,200287,1001,1329963,880,O,3,1,1,S,6.8,AP
2014,TecDE,200288,1001,1329963,880,O,3,1,1,S,5.0,AP
2014,TeMec,200289,1001,1329963,880,O,3,1,1,S,6.3,AP
2014,DEstE,200290,1001,1329963,880,O,3,2,1,S,6.5,AP
2014,GQual,200291,1001,1329963,880,O,3,2,1,S,6.3,AP
2014,MQGA,200292,1001,1329963,880,O,3,2,1,S,5.3,AP
2014,PTeIn,200293,1001,1329963,880,O,3,2,1,S,6.5,AP
2014,VBB,200294,1001,1329963,880,O,3,2,1,S,7.0,NT
2014,DEstO,200285,1001,1332715,880,O,3,1,1,S,6.6,AP
2014,MacrE,200286,1001,1332715,880,O,3,1,1,S,6.6,AP
2014,MQG,200287,1001,1332715,880,O,3,1,1,S,7.2,NT
2014,TecDE,200288,1001,1332715,880,O,3,1,1,S,6.0,AP
2014,TeMec,200289,1001,1332715,880,O,3,1,1,S,7.0,NT
2014,DEstE,200290,1001,1332715,880,O,3,2,1,S,6.8,AP
2014,GQual,200291,1001,1332715,880,O,3,2,1,S,6.8,AP
2014,MQGA,200292,1001,1332715,880,O,3,2,1,S,6.5,AP
2014,PTeIn,200293,1001,1332715,880,O,3,2,1,S,7.0,NT
2014,VBB,200294,1001,1332715,880,O,3,2,1,S,7.0,NT
2014,DEstO,200285,1001,1332555,880,O,3,1,1,S,7.1,NT
2014,InfIn,200204,701,1307101,877,O,3,2,1,S,8.7,NT
2014,InsEn,200205,701,1307101,877,O,3,2,1,S,8.2,NT
2014,MQGA,200292,1001,1223936,880,O,3,2,2,S,3.6,SS
2014,GCaSu,200298,701,1223936,880,P,4,1,1,S,8.5,NT
2014,GHuma,200301,701,1223936,880,P,4,1,1,S,7.0,NT
2014,LDPI,200309,701,1223936,880,P,4,1,1,S,8.5,NT
2014,IdAng,200912,701,1223936,880,P,4,1,1,S,7.3,NT
2014,DEstO,200285,1001,1302820,880,O,3,1,1,S,5.3,AP
2014,MacrE,200286,1001,1302820,880,O,3,1,1,S,6.0,AP
2014,DEstE,200290,1001,1302820,880,O,3,2,1,S,6.0,AP
2014,MQGA,200292,1001,1302820,880,O,3,2,1,S,5.0,AP
2014,Compt,200296,701,1302820,880,P,4,2,1,S,7.0,NT
2014,DirPr,200297,701,1302820,880,P,4,1,1,S,8.4,NT
2014,DEstO,200285,1001,1334718,880,O,3,1,1,S,5.3,AP
2014,MacrE,200286,1001,1334718,880,O,3,1,1,S,5.8,AP
2014,MQG,200287,1001,1334718,880,O,3,1,1,S,6.7,AP
2014,TecDE,200288,1001,1334718,880,O,3,1,1,S,7.0,NT
2014,TeMec,200289,1001,1334718,880,O,3,1,1,S,5.1,AP
2014,DEstE,200290,1001,1334718,880,O,3,2,1,S,6.4,AP
2014,GQual,200291,1001,1334718,880,O,3,2,1,S,7.1,NT
2014,MQGA,200292,1001,1334718,880,O,3,2,1,S,5.3,AP
2014,PTeIn,200293,1001,1334718,880,O,3,2,1,S,7.1,NT
2014,VBB,200294,1001,1334718,880,O,3,2,1,S,8.0,NT
2014,MecMC,200241,101,1307105,879,O,3,1,1,S,5.7,AP
2014,TeMec,200243,101,1307105,879,O,3,1,1,S,5.3,AP
2014,TECIn,200247,101,1307105,879,O,3,2,1,S,5.7,AP
2014,CQual,200253,701,1307105,879,P,4,2,1,S,9.0,SB
2014,DIHC-InEdi,200254,701,1307105,879,P,4,1,1,S,7.3,NT
2014,MePrA,200259,701,1307105,879,P,4,1,1,S,6.6,AP
2014,SeMat,200262,701,1307105,879,P,4,1,1,S,7.0,NT
2014,CAM,200263,701,1307105,879,P,4,2,1,S,9.0,SB
2014,IdAng,200910,701,1307105,879,P,4,1,1,S,9.0,SB
2014,MecMC,200241,101,1312808,879,O,3,1,1,S,6.4,AP
2014,TeMec,200243,101,1312808,879,O,3,1,1,S,6.3,AP
2014,DisMM,200244,101,1312808,879,O,3,2,1,S,5.8,AP
2014,TECIn,200247,101,1312808,879,O,3,2,1,S,6.2,AP
2014,CQual,200253,701,1312808,879,P,4,2,1,S,8.0,NT
2014,DIHC-InEdi,200254,701,1312808,879,P,4,1,1,S,6.4,AP
2014,MePrA,200259,701,1312808,879,P,4,1,1,S,7.5,NT
2014,SeMat,200262,701,1312808,879,P,4,1,1,S,6.5,AP
2014,CAM,200263,701,1312808,879,P,4,2,1,S,7.5,NT
2014,IdAng,200910,701,1312808,879,P,4,1,1,S,7.6,NT
2014,ADSTR,200207,701,1306700,877,P,4,1,1,S,7.3,NT
2014,AEnIn,200208,701,1306700,877,P,4,1,1,S,6.9,AP
2014,TIC,200209,701,1306700,877,P,4,2,1,S,7.7,NT
2014,ComIn,200211,701,1306700,877,P,4,1,1,S,8.0,NT
2014,SiRbt,200215,701,1306700,877,P,4,2,1,S,7.6,NT
2014,SPrIn,200158,101,1338059,879,O,3,1,1,S,6.1,AP
2014,VBB,200164,101,1338059,879,O,3,2,1,S,8.0,NT
2014,AEGra,200239,101,1338059,879,O,3,1,1,S,7.4,NT
2014,EngFT,200240,101,1338059,879,O,3,1,1,S,7.1,NT
2014,MecMC,200241,101,1338059,879,O,3,1,2,S,3.6,SS
2014,TeMec,200243,101,1338059,879,O,3,1,1,S,5.5,AP
2014,DisMM,200244,101,1338059,879,O,3,2,1,S,7.5,NT
2014,EPrFa,200245,101,1338059,879,O,3,2,1,S,7.9,NT
2014,MMTer,200246,101,1338059,879,O,3,2,1,S,7.7,NT
2014,TECIn,200247,101,1338059,879,O,3,2,1,S,7.0,NT
2014,AMCI,200146,701,1359462,878,O,2,1,1,S,8.8,NT
2014,RegAu,200159,701,1359462,878,O,3,1,1,S,9.9,SB
2014,IEMAT,200161,801,1359462,878,O,3,2,1,S,9.3,M
2014,LinEl,200162,801,1359462,878,O,3,2,1,S,8.4,NT
2014,VBB,200164,901,1359462,878,O,3,2,1,S,10.0,M
2014,DEstO,200285,1001,1341134,880,O,3,1,1,S,7.9,NT
2014,MacrE,200286,1001,1341134,880,O,3,1,1,S,7.8,NT
2014,GCaSu,200298,701,1303653,880,P,4,1,1,S,7.1,NT
2014,GInno,200299,701,1303653,880,P,4,1,1,S,6.8,AP
2014,TeoMM,200149,701,1330826,878,O,2,1,2,S,0.4,SS
2014,CTMat,200150,901,1330826,878,O,2,2,1,S,5.0,AP
2014,ReMa,200153,901,1330826,878,O,2,2,2,S,0.0,NP
2014,Etcn-MaqE,200157,701,1330826,878,O,3,1,3,S,0.0,NP
2014,RegAu,200159,701,1330826,878,O,3,1,1,S,5.3,AP
2014,EnPo,200160,801,1330826,878,O,3,2,3,S,1.0,SS
2014,SiElP,200163,801,1330826,878,O,3,2,1,S,6.9,AP
2014,VBB,200164,801,1330826,878,O,3,2,1,S,7.5,NT
2014,EngFT,200240,101,1302796,879,O,3,1,1,S,6.5,AP
2014,MecMC,200241,101,1302796,879,O,3,1,2,S,4.5,SS
2014,DisMM,200244,901,1302796,879,O,3,2,1,S,6.1,AP
2014,MMTer,200246,901,1302796,879,O,3,2,1,S,7.3,NT
2014,TECIn,200247,901,1302796,879,O,3,2,1,S,7.0,NT
2014,DEstO,200285,1001,1306537,880,O,3,1,1,S,6.2,AP
2014,MQG,200287,1001,1306537,880,O,3,1,1,S,7.0,NT
2014,TeMec,200289,1001,1306537,880,O,3,1,1,S,5.5,AP
2014,DEstE,200290,1001,1306537,880,O,3,2,1,S,6.1,AP
2014,MQGA,200292,1001,1306537,880,O,3,2,1,S,6.0,AP
2014,VBB,200294,1001,1306537,880,O,3,2,1,S,10.0,SB
2014,IdAng,200910,701,1330826,878,P,4,1,1,S,8.3,NT
2014,ReMa,200153,901,1362834,878,O,2,2,1,S,6.3,AP
2014,SisEn,200154,801,1362834,878,O,2,2,1,S,8.1,NT
2014,CEiER,200155,801,1362834,878,O,3,1,1,S,7.4,NT
2014,Etcn-MaqE,200157,701,1362834,878,O,3,1,1,S,6.4,AP
2014,RegAu,200159,701,1362834,878,O,3,1,1,S,6.9,AP
2014,VBB,200164,701,1362834,878,O,3,2,1,S,9.0,SB
2014,RegAu,200199,701,1112748,877,O,3,1,1,S,8.8,NT
2014,InfIn,200204,701,1112748,877,O,3,2,1,S,7.3,NT
2014,InsEn,200205,701,1112748,877,O,3,2,1,S,6.5,AP
2014,AEnIn,200208,701,1112748,877,P,4,1,1,S,6.5,AP
2014,TrDiS,200217,701,1112748,877,P,4,2,1,S,8.2,NT
2014,MQG,200287,1001,1307677,880,O,3,1,1,S,6.5,AP
2014,TecDE,200288,1001,1307677,880,O,3,1,1,S,5.0,AP
2014,DEstE,200290,1001,1307677,880,O,3,2,1,S,6.7,AP
2014,MQGA,200292,1001,1307677,880,O,3,2,1,S,6.7,AP
2014,DirPr,200297,701,1307677,880,P,4,1,1,S,7.9,NT
2014,GInno,200299,701,1307677,880,P,4,1,1,S,7.3,NT
2014,MarkI,200311,701,1307677,880,P,4,1,1,S,8.3,NT
2014,MQG,200287,1001,1309992,880,O,3,1,1,S,6.5,AP
2014,MQGA,200292,1001,1309992,880,O,3,2,1,S,5.0,AP
2014,PTeIn,200293,1101,1309992,880,O,3,2,1,S,7.0,NT
2014,GCaSu,200298,701,1309992,880,P,4,1,1,S,9.5,SB
2014,GTMan,200304,701,1309992,880,P,4,1,1,S,7.3,NT
2014,SIDir,200314,701,1309992,880,P,4,2,1,S,9.5,SB
2014,IdAle,200911,701,1309992,880,P,4,1,1,S,6.8,AP
2014,EngFT,200240,901,1311840,879,O,3,1,1,S,6.3,AP
2014,DisMM,200244,901,1311840,879,O,3,2,1,S,6.3,AP
2014,MMTer,200246,901,1311840,879,O,3,2,1,S,7.2,NT
2014,DisMe,200255,701,1311840,879,P,4,1,1,S,9.0,SB
2014,EngMe,200258,701,1311840,879,P,4,1,1,S,9.0,SB
2014,MePrA,200259,701,1311840,879,P,4,1,1,S,7.5,NT
2014,AEnIn,200208,701,1196246,877,P,4,1,1,S,6.7,AP
2014,TeoMM,200149,701,1306008,877,O,2,1,1,S,8.0,NT
2014,RegAu,200199,701,1306008,877,O,3,1,1,S,6.2,AP
2014,AutIn,200202,701,1306008,877,O,3,2,1,S,8.3,NT
2014,InfIn,200204,701,1306008,877,O,3,2,1,S,7.0,NT
2014,InsEn,200205,701,1306008,877,O,3,2,1,S,6.5,AP
2014,IdAng,200910,701,1306008,877,P,4,1,1,S,8.8,NT
2014,EnDiM,200197,701,1307101,877,O,3,1,1,S,9.4,SB
2014,RegAu,200199,701,1307101,877,O,3,1,1,S,6.9,AP
2014,TecEn,200201,701,1307101,877,O,3,1,1,S,8.4,NT
2014,AutIn,200202,701,1307101,877,O,3,2,1,S,7.8,NT
2014,VBB,200164,701,1331297,877,O,3,2,1,S,8.5,NT
2014,EnDiM,200197,701,1331297,877,O,3,1,1,S,9.1,SB
2014,Etcn-MaqE,200198,701,1331297,877,O,3,1,1,S,8.3,NT
2014,RegAu,200199,701,1331297,877,O,3,1,1,S,9.2,SB
2014,TecEn,200201,701,1331297,877,O,3,1,1,S,7.3,NT
2014,AutIn,200202,701,1331297,877,O,3,2,1,S,8.3,NT
2014,EnPo,200203,701,1331297,877,O,3,2,1,S,8.1,NT
2014,InfIn,200204,701,1331297,877,O,3,2,1,S,8.0,NT
2014,InsEn,200205,701,1331297,877,O,3,2,1,S,7.4,NT
2014,Compt,200296,701,1305882,880,P,4,2,1,S,9.0,SB
2014,DirPr,200297,701,1305882,880,P,4,1,1,S,7.9,NT
2014,GInno,200299,701,1305882,880,P,4,1,1,S,7.5,NT
2014,MarkI,200311,701,1305882,880,P,4,1,1,S,8.5,NT
2014,IdAng,200912,701,1305882,880,P,4,1,1,S,7.4,NT
2014,DirPr,200297,701,1303333,880,P,4,1,1,S,8.6,NT
2014,GCaSu,200298,701,1303333,880,P,4,1,1,S,6.8,AP
2014,GCon,200302,701,1303333,880,P,4,2,1,S,10.0,SB
2014,GTMan,200304,701,1303333,880,P,4,1,1,S,8.0,NT
2014,EPrPr,200307,701,1303333,880,P,4,1,1,S,10.0,SB
2014,LDPI,200309,701,1303333,880,P,4,1,1,S,7.6,NT
2014,Etcn-MaqE,200157,801,1305145,878,O,3,1,1,S,6.3,AP
2014,SPrIn,200158,101,1305145,878,O,3,1,1,S,5.5,AP
2014,IEMAT,200161,801,1305145,878,O,3,2,1,S,7.9,NT
2014,LinEl,200162,801,1305145,878,O,3,2,1,S,8.3,NT
2014,Dom,200168,701,1305145,878,P,4,2,1,S,9.0,SB
2014,IERen,200170,701,1305145,878,P,4,2,1,S,9.0,SB
2014,DIHC-InEdi,200173,701,1305145,878,P,4,1,1,S,6.8,AP
2014,Lumin,200174,701,1305145,878,P,4,1,1,S,8.1,NT
2014,PerIn,200175,701,1305145,878,P,4,1,1,S,8.2,NT
2014,IdAng,200910,701,1305145,878,P,4,1,1,S,8.1,NT
2014,DEstE,200290,1001,1313642,880,O,3,2,1,S,5.7,AP
2014,Compt,200296,701,1313642,880,P,4,2,1,S,9.0,SB
2014,GInno,200299,701,1313642,880,P,4,1,1,S,7.9,NT
2014,GHuma,200301,701,1313642,880,P,4,1,1,S,9.0,SB
2014,GCon,200302,701,1313642,880,P,4,2,1,S,5.4,AP
2014,MarkI,200311,701,1313642,880,P,4,1,1,S,8.5,NT
2014,IdAle,200911,701,1313642,880,P,4,1,1,S,6.9,AP
2014,Compt,200296,701,1308609,880,P,4,2,1,S,10.0,SB
2014,DirPr,200297,701,1308609,880,P,4,1,1,S,8.6,NT
2014,GCaSu,200298,701,1308609,880,P,4,1,1,S,8.2,NT
2014,GTMan,200304,701,1308609,880,P,4,1,1,S,9.0,M
2014,SIDir,200314,701,1308609,880,P,4,2,1,S,10.0,SB
2014,IdAng,200912,701,1308609,880,P,4,1,1,S,7.1,NT
2014,DirPr,200297,701,1306216,880,P,4,1,1,S,8.3,NT
2014,GCaSu,200298,701,1306216,880,P,4,1,1,S,8.4,NT
2014,GInno,200299,701,1306216,880,P,4,1,1,S,8.0,NT
2014,GCon,200302,701,1306216,880,P,4,2,1,S,7.5,NT
2014,MMTer,200246,101,1253105,879,O,3,2,1,S,6.8,AP
2014,CicVi,200251,701,1253105,879,P,4,1,1,S,8.0,NT
2014,CQual,200253,701,1253105,879,P,4,2,1,S,8.0,NT
2014,DisMe,200255,701,1253105,879,P,4,1,1,S,8.5,NT
2014,CAE,200257,701,1253105,879,P,4,2,1,S,7.5,NT
2014,EngMe,200258,701,1253105,879,P,4,1,1,S,9.5,SB
2014,MePrA,200259,701,1253105,879,P,4,1,1,S,7.2,NT
2014,IdAng,200910,701,1253105,879,P,4,1,1,S,8.3,NT
2014,SisEn,200154,801,1143362,879,O,2,2,1,S,6.6,AP
2014,DisMM,200244,901,1143362,879,O,3,2,1,S,7.0,NT
2014,DIHC-InEdi,200254,701,1143362,879,P,4,1,1,S,9.0,SB
2014,DisMe,200255,701,1143362,879,P,4,1,1,S,8.0,NT
2014,DEstO,200285,1001,1303653,880,O,3,1,1,S,7.5,NT
2014,MQG,200287,1001,1303653,880,O,3,1,1,S,7.6,NT
2014,TecDE,200288,1001,1303653,880,O,3,1,1,S,5.0,AP
2014,DEstE,200290,1001,1303653,880,O,3,2,1,S,6.3,AP
2014,MQGA,200292,1001,1303653,880,O,3,2,1,S,5.0,AP
2014,MePrA,200259,701,1308723,879,P,4,1,1,S,8.0,NT
2014,CAM,200263,701,1308723,879,P,4,2,1,S,8.5,NT
2014,IdAng,200910,701,1308723,879,P,4,1,1,S,7.1,NT
2014,Compt,200296,701,1308492,880,P,4,2,1,S,8.0,NT
2014,DirPr,200297,701,1308492,880,P,4,1,1,S,8.5,NT
2014,GCaSu,200298,701,1308492,880,P,4,1,1,S,6.1,AP
2014,LDPI,200309,701,1308492,880,P,4,1,1,S,7.9,NT
2014,IdAng,200912,701,1308492,880,P,4,1,1,S,6.9,AP
2014,Compt,200296,701,1306308,880,P,4,2,1,S,9.0,SB
2014,DirPr,200297,701,1306308,880,P,4,1,1,S,8.7,NT
2014,GInno,200299,701,1306308,880,P,4,1,1,S,8.4,NT
2014,GHuma,200301,701,1306308,880,P,4,1,1,S,9.0,SB
2014,MarkI,200311,701,1306308,880,P,4,1,1,S,8.8,NT
2014,IdAng,200912,701,1306308,880,P,4,1,1,S,7.4,NT
2014,Compt,200296,701,1305326,880,P,4,2,1,S,9.4,SB
2014,DirPr,200297,701,1305326,880,P,4,1,1,S,8.9,NT
2014,GCaSu,200298,701,1305326,880,P,4,1,1,S,7.5,NT
2014,GHuma,200301,701,1305326,880,P,4,1,1,S,9.0,SB
2014,LDPI,200309,701,1305326,880,P,4,1,1,S,7.9,NT
2014,SIDir,200314,701,1305326,880,P,4,2,1,S,10.0,SB
2014,CAE,200257,701,1283242,879,P,4,2,1,S,5.0,AP
2014,Compt,200296,701,1304775,880,P,4,2,1,S,8.0,NT
2014,DirPr,200297,701,1304775,880,P,4,1,1,S,9.0,SB
2014,GTMan,200304,701,1304775,880,P,4,1,1,S,7.7,NT
2014,EPrPr,200307,701,1304775,880,P,4,1,1,S,9.0,SB
2014,LDPI,200309,701,1304775,880,P,4,1,1,S,8.1,NT
2014,MarkI,200311,701,1304775,880,P,4,1,1,S,8.5,NT
2014,Compt,200296,701,1305213,880,P,4,2,1,S,8.6,NT
2014,DirPr,200297,701,1305213,880,P,4,1,1,S,8.9,NT
2014,GHuma,200301,701,1305213,880,P,4,1,1,S,9.4,SB
2014,GCon,200302,701,1305213,880,P,4,2,1,S,8.6,NT
2014,MarkI,200311,701,1305213,880,P,4,1,1,S,9.2,SB
2014,IERen,200170,701,1307954,878,P,4,2,1,S,6.0,AP
2014,IEInd,200172,701,1307954,878,P,4,1,1,S,7.4,NT
2014,DIHC-InEdi,200173,701,1307954,878,P,4,1,1,S,7.6,NT
2014,Lumin,200174,701,1307954,878,P,4,1,1,S,7.7,NT
2014,PerIn,200175,701,1307954,878,P,4,1,1,S,7.9,NT
2014,IdAng,200910,701,1307954,878,P,4,1,1,S,8.4,NT
2014,Dom,200168,701,1304184,878,P,4,2,1,S,7.9,NT
2014,IEInd,200172,701,1304184,878,P,4,1,1,S,7.3,NT
2014,DIHC-InEdi,200173,701,1304184,878,P,4,1,1,S,6.8,AP
2014,Lumin,200174,701,1304184,878,P,4,1,1,S,7.6,NT
2014,PerIn,200175,701,1304184,878,P,4,1,1,S,6.4,AP
2014,IdAle,200909,701,1304184,878,P,4,1,1,S,7.4,NT
2014,Compt,200296,701,1306701,880,P,4,2,1,S,8.0,NT
2014,DirPr,200297,701,1306701,880,P,4,1,1,S,8.9,NT
2014,GCaSu,200298,701,1306701,880,P,4,1,1,S,8.3,NT
2014,GTMan,200304,701,1306701,880,P,4,1,1,S,9.1,SB
2014,EPrPr,200307,701,1306701,880,P,4,1,1,S,9.1,SB
2014,LDPI,200309,701,1306701,880,P,4,1,1,S,7.4,NT
2014,CeTra,200167,701,1305236,878,P,4,1,1,S,6.0,AP
2014,IEInd,200172,701,1305236,878,P,4,1,1,S,8.0,NT
2014,TECIn,200247,101,1306210,879,O,3,2,1,S,5.8,AP
2014,DIHC-InEdi,200254,701,1306210,879,P,4,1,1,S,6.8,AP
2014,DisMe,200255,701,1306210,879,P,4,1,1,S,10.0,M
2014,CAE,200257,701,1306210,879,P,4,2,1,S,6.4,AP
2014,SeMat,200262,701,1306210,879,P,4,1,1,S,6.2,AP
2014,CAM,200263,701,1306210,879,P,4,2,1,S,7.0,NT
2014,IdAng,200910,701,1306210,879,P,4,1,1,S,7.3,NT
2014,FETF,200151,701,2141199,877,O,2,2,1,S,5.5,AP
2014,Etcn-MaqE,200198,701,2141199,877,O,3,1,3,S,1.0,SS
2014,AutIn,200202,701,2141199,877,O,3,2,1,S,7.6,NT
2014,IdAng,200910,701,2141199,877,P,4,1,1,S,8.9,NT
2014,SPrIn,200158,701,1331297,877,O,3,1,1,S,7.7,NT
2014,CicVi,200251,701,1222570,879,P,4,1,1,S,6.7,AP
2014,DIHC-InEdi,200254,701,1222570,879,P,4,1,1,S,9.0,SB
2014,DisMe,200255,701,1222570,879,P,4,1,1,S,5.5,AP
2014,EngMe,200258,701,1222570,879,P,4,1,1,S,9.0,SB
2014,MePrA,200259,701,1222570,879,P,4,1,1,S,8.0,NT
2014,SeMat,200262,701,1222570,879,P,4,1,1,S,6.0,AP
2014,ComIn,200211,701,1278198,877,P,4,1,1,S,9.2,SB
2014,SiRbt,200215,701,1278198,877,P,4,2,1,S,9.2,SB
2014,AEnIn,200208,701,1310249,877,P,4,1,1,S,7.3,NT
2014,TIC,200209,701,1310249,877,P,4,2,1,S,8.5,NT
2014,SiRbt,200215,701,1310249,877,P,4,2,1,S,8.1,NT
2014,TConA,200216,701,1310249,877,P,4,1,1,S,9.6,M
2014,IdAng,200910,701,1310249,877,P,4,1,1,S,7.3,NT
2014,CEiER,200155,801,1269482,878,O,3,1,1,S,8.0,NT
2014,DirPr,200297,701,1307774,880,P,4,1,1,S,8.5,NT
2014,GCaSu,200298,701,1307774,880,P,4,1,1,S,6.5,AP
2014,GTMan,200304,701,1307774,880,P,4,1,1,S,7.5,NT
2014,EPrPr,200307,701,1307774,880,P,4,1,1,S,6.6,AP
2014,LDPI,200309,701,1307774,880,P,4,1,1,S,8.0,NT
2014,IdAng,200912,701,1307774,880,P,4,1,1,S,9.5,SB
2014,CEiER,200155,801,1269887,878,O,3,1,1,S,7.7,NT
2014,CicVi,200251,701,1309934,879,P,4,1,1,S,7.6,NT
2014,CQual,200253,701,1309934,879,P,4,2,1,S,10.0,SB
2014,DisMe,200255,701,1309934,879,P,4,1,1,S,8.0,NT
2014,CAE,200257,701,1309934,879,P,4,2,1,N,3.6,SS
2014,IdAng,200910,701,1309934,879,P,4,1,1,S,6.9,AP
2014,DIHC-InEdi,200254,701,1274034,879,P,4,1,1,S,6.9,AP
2014,DisMe,200255,701,1274034,879,P,4,1,1,S,9.0,SB
2014,SeMat,200262,701,1274034,879,P,4,1,1,S,9.0,SB
2014,IdAle,200909,701,1274034,879,P,4,1,1,S,8.2,NT
2014,DisMe,200255,701,1314865,879,P,4,1,1,S,8.0,NT
2014,EngMe,200258,701,1314865,879,P,4,1,1,S,9.0,SB
2014,MePrA,200259,701,1314865,879,P,4,1,1,S,6.9,AP
2014,SeMat,200262,701,1314865,879,P,4,1,1,S,7.0,NT
2014,IdAng,200910,701,1314865,879,P,4,1,1,S,6.4,AP
2014,CicVi,200251,701,1280327,879,P,4,1,1,S,7.0,NT
2014,CQual,200253,701,1280327,879,P,4,2,1,S,9.0,SB
2014,DIHC-InEdi,200254,701,1280327,879,P,4,1,1,S,7.4,NT
2014,MePrA,200259,701,1280327,879,P,4,1,1,S,7.0,NT
2014,SeMat,200262,701,1280327,879,P,4,1,1,S,6.0,AP
2014,CAM,200263,701,1280327,879,P,4,2,1,S,9.0,SB
2014,SPrIn,200158,801,1172430,879,O,3,1,1,S,7.2,NT
2014,VBB,200164,701,1172430,879,O,3,2,1,S,7.0,NT
2014,AutIn,200250,801,1172430,879,P,4,2,1,S,7.4,NT
2014,DisMe,200255,701,1172430,879,P,4,1,1,S,9.5,SB
2014,CAE,200257,701,1172430,879,P,4,2,1,S,6.8,AP
2014,EngMe,200258,701,1172430,879,P,4,1,1,S,9.5,M
2014,MePrA,200259,701,1172430,879,P,4,1,1,S,7.3,NT
2014,SeMat,200262,701,1172430,879,P,4,1,1,S,6.4,AP
2014,CAM,200263,701,1172430,879,P,4,2,1,S,10.0,M
2014,Compt,200296,701,1305316,880,P,4,2,1,S,8.5,NT
2014,DirPr,200297,701,1305316,880,P,4,1,1,S,9.1,SB
2014,GCaSu,200298,701,1305316,880,P,4,1,1,S,6.5,AP
2014,GHuma,200301,701,1305316,880,P,4,1,1,S,9.4,SB
2014,LDPI,200309,701,1305316,880,P,4,1,1,S,8.0,NT
2014,DirPr,200297,701,1307982,880,P,4,1,1,S,9.1,SB
2014,GCaSu,200298,701,1307982,880,P,4,1,1,S,7.4,NT
2014,GInno,200299,701,1307982,880,P,4,1,1,S,9.0,SB
2014,GHuma,200301,701,1307982,880,P,4,1,1,S,8.8,NT
2014,LDPI,200309,701,1307982,880,P,4,1,1,S,7.9,NT
2014,CicVi,200251,701,1308723,879,P,4,1,1,S,7.0,NT
2014,CQual,200253,701,1308723,879,P,4,2,1,S,9.0,SB
2014,DisMe,200255,701,1308723,879,P,4,1,1,S,8.5,NT
2014,EngMe,200258,701,1308723,879,P,4,1,1,S,9.0,SB
2014,EngMe,200258,701,1252461,879,P,4,1,1,S,8.0,NT
2014,MePrA,200259,701,1252461,879,P,4,1,1,S,6.3,AP
2014,ADSTR,200207,701,1271867,877,P,4,1,1,S,8.3,NT
2014,EMedi,200144,801,1377536,878,O,1,2,1,S,5.7,AP
2014,FETF,200151,401,1377536,878,O,2,2,1,S,6.8,AP
2014,CicVi,200251,701,1217303,879,P,4,1,1,S,8.5,NT
2014,DisMe,200255,701,1217303,879,P,4,1,1,S,7.8,NT
2014,MePrA,200259,701,1217303,879,P,4,1,1,S,8.5,NT
2014,EngFT,200240,901,1157849,879,O,3,1,1,S,6.6,AP
2014,DisMM,200244,901,1157849,879,O,3,2,1,S,7.0,NT
2014,CicVi,200251,701,1219201,879,P,4,1,1,S,6.9,AP
2014,DisMe,200255,701,1219201,879,P,4,1,1,S,8.0,NT
2014,DirPr,200297,701,1272108,880,P,4,1,1,S,7.4,NT
2014,GTMan,200304,701,1272108,880,P,4,1,1,S,8.0,NT
2014,EPrPr,200307,701,1272108,880,P,4,1,1,S,7.3,NT
2014,LDPI,200309,701,1272108,880,P,4,1,1,S,7.0,NT
2014,AutIn,200202,701,1219241,877,O,3,2,1,S,7.5,NT
2014,EnPo,200203,701,1219241,877,O,3,2,1,S,7.2,NT
2014,InsEn,200205,701,1219241,877,O,3,2,1,S,5.3,AP
2014,Emp,200135,201,1389378,879,B,1,1,1,N,0.0,SS
